TIC,toi,toi_tess_disp,toi_tfopwg_disp,toi_period
241297273,6593.01,,PC,8.4325164
49411575,6594.01,,PC,2.67581
361344753,6595.01,,PC,7.5138657
306249066,6596.01,,PC,26.1622122
131195882,6597.01,,PC,0.9097915
22452837,6598.01,,PC,10.8089555
464658144,6688.01,,PC,4.9594992
410119093,6689.01,,PC,4.1287427
124573851,669.01,,CP,3.9451359
149989864,6690.01,,PC,761.7092276
149989864,6690.02,,PC,904.5347981
382258844,6691.01,,PC,
324609409,6692.01,,PC,
35377903,6693.01,,FP,2.9937587
27414976,6694.01,,PC,3.9759251
118339710,6695.01,,PC,
104195270,6696.01,,FP,3.6859958
441546821,6697.01,,CP,
441546821,6697.02,,CP,
5966772,6698.01,,PC,
341405597,6699.01,,PC,5.322002
147660201,670.01,,FP,0.579398
398895470,5793.01,,KP,2.6940348
273874849,5794.01,,KP,1.4857148
151724385,5795.01,,CP,6.1406207
391958006,5796.01,,KP,1.7430143
374530847,5797.01,,KP,2.152163
305243225,5798.01,,KP,1.2129139
328081248,5799.01,,CP,4.1645448
81419525,580.01,,PC,1.5498373
151759246,5800.01,,CP,2.6282606
243921117,5801.01,,KP,3.067816
399402994,5802.01,,KP,2.7161298
466382581,5803.01,,CP,5.3829728
303055194,5804.01,,FP,1.7615631
378390325,5805.01,,PC,20.5676815
283621618,5806.01,,CP,3.1856488
188646744,5807.01,,CP,14.2423724
364192929,5922.01,,PC,5.2079858
60491424,5923.01,,PC,4.0252588
289125016,5924.01,,FP,6.2043746
345193111,5925.01,,PC,6.1606297
372831381,5926.01,,PC,3.8116176
163164300,5927.01,,PC,3.7306955
387318409,5928.01,,PC,3.246565
92217989,5929.01,,PC,4.6079976
128463355,593.01,,FP,13.9086
88266880,5930.01,,PC,3.7984372
24833662,5931.01,,PC,4.2447791
405122173,5932.01,,PC,3.1003012
322593401,5933.01,,PC,5.5901313
407958640,5934.01,,PC,2.5505105
276704866,5935.01,,PC,3.0200448
396378209,5936.01,,APC,0.3781425
158552665,5937.01,,PC,21.0685273
452508760,5938.01,,PC,2.260431
27230283,5939.01,,PC,6.13049
192415680,6041.01,,PC,1094.062167
374919956,6042.01,,FP,7.7966237
453064665,6043.01,,KP,2.6452121
356916207,6044.01,,PC,2.2538642
467649533,6045.01,,PC,7.4826325
66296167,6046.01,,PC,3.413702
115451738,6047.01,,PC,2.0814345
280024247,6048.01,,PC,5.4928246
353459965,6049.01,,KP,10.8614911
181304295,605.01,,PC,3.3840629
339207264,6050.01,,PC,5.4823596
353960022,6051.01,,PC,3.9200919
9443323,6052.01,,KP,4.01357
66091052,6053.01,,APC,2.2118281
392681545,6054.01,,CP,7.4903271
392681545,6054.02,,CP,12.5759948
330665027,6167.01,,PC,6.7080688
10593553,6168.01,,PC,5.0809743
193979250,6169.01,,PC,17.9661374
141227133,617.01,,FP,2.42232
51637609,6170.01,,CP,2.709631
67478724,6171.01,,PC,3.7473877
26583436,6172.01,,FP,6.1432609
416486384,6173.01,,PC,3.8753785
164280385,6174.01,,CP,3.5257269
258738570,6175.01,,PC,4.1877227
298776943,6176.01,,PC,9.6422713
331456189,6177.01,,PC,3.89989
314649737,6178.01,,PC,5.8878118
257056367,6179.01,,PC,19.2445211
173640199,618.01,,PC,7.7614672
452743735,6180.01,,PC,2.7432173
199162630,6181.01,,FP,2.7654802
97249514,6182.01,,PC,4.7783263
351864831,6183.01,,PC,8.7311119
459735346,5808.01,,PC,7.1701672
283471501,5809.01,,PC,9.2103194
180987952,581.01,,FP,1.38917
379824738,5810.01,,PC,5.6857105
331484419,5811.01,,FP,6.25656
388909695,5812.01,,KP,10.1466193
388909695,5812.02,,PC,
92439980,5813.01,,PC,27.0525472
427041513,5814.01,,PC,6.254395
375942197,5815.01,,KP,3.8993831
194076601,5816.01,,PC,20.4282929
418604868,5817.01,,CP,15.6146058
283419843,5818.01,,KP,2.6052674
330218897,5819.01,,PC,3.4200073
287474726,582.01,,FP,3.7442007
459730973,5820.01,,KP,3.9156848
354619337,5821.01,,KP,2.1425095
146406806,594.01,,PC,13.9492617
296898634,5940.01,,FP,2.8535379
303456821,5941.01,,PC,11.0771916
166190643,5942.01,,FP,1.6540508
63659057,5943.01,,PC,15.7866044
88101924,5944.01,,PC,5.9404096
159104028,5945.01,,PC,3.3825012
366846982,5946.01,,PC,5.754879
331691841,5947.01,,CP,6.9341584
419878932,5948.01,,APC,7.9058861
64282927,5949.01,,PC,1.8826035
64282927,5949.02,,PC,3.3751374
287329267,595.01,,FP,7.6434423
258738667,5950.01,,PC,6.4389303
154762431,5951.01,,PC,3.1728284
287643871,5952.01,,PC,45.7138545
27863043,5953.01,,PC,7.4924561
297153209,5954.01,,FP,10.7004569
355640518,6055.01,,PC,0.8497194
102808276,6056.01,,PC,3.1420495
104734832,6057.01,,PC,10.327438
144006874,6058.01,,PC,2.3673691
321578632,6059.01,,PC,6.3667329
122262940,606.01,,FP,2.0034063
428867906,6060.01,,PC,3.3906311
239823606,6061.01,,PC,8.1309123
122629761,6062.01,,PC,8.2125318
67031480,6063.01,,PC,2.1142179
428767018,6064.01,,PC,15.3058859
172033454,6065.01,,PC,8.2065998
219697927,6066.01,,PC,1.8330979
198458010,6067.01,,PC,87.2129046
400093502,6068.01,,PC,10.66839
259099556,6069.01,,FA,1.6290926
153651591,607.01,,FP,2.1456324
29106627,6070.01,,PC,9.5128916
257207557,6184.01,,PC,3.6153701
346077232,6185.01,,PC,6.3720834
345333936,6186.01,,FP,1.4252334
251894891,6187.01,,PC,5.5133822
469702377,6188.01,,PC,4.7061119
63844530,6189.01,,PC,5.5867425
267527924,619.01,,FP,1.8080364
440636649,6190.01,,PC,3.5595352
197743152,6191.01,,PC,3.7752321
194234471,6192.01,,PC,3.563037
387933822,6193.01,,PC,2.8953095
176861415,6194.01,,PC,8.6738593
155258153,6195.01,,PC,3.1989808
330944099,6196.01,,FP,3.6119975
196261799,6197.01,,PC,3.7294859
202514659,6198.01,,PC,3.6166109
302201081,6199.01,,PC,3.8311803
296739893,620.01,,CP,5.0988038
44621795,6200.01,,PC,3.1923193
466390120,5822.01,,KP,1.5487245
248853232,5823.01,,KP,3.8681492
272366748,5824.01,,KP,3.8555897
269243313,5825.01,,PC,9.7348295
48253329,5826.01,,PC,2.8140207
369062542,5827.01,,PC,5.0493049
351077390,5828.01,,PC,1.1951761
363029616,5829.01,,PC,1.3502386
131743355,583.01,,PC,6.5604227
224418572,5830.01,,FP,2.8465928
308504559,5831.01,,PC,3.7846792
287934343,5832.01,,PC,5.1357505
213875310,5833.01,,PC,2.6721807
281118572,5834.01,,PC,3.5242025
346859243,5835.01,,PC,6.4226101
354727907,5836.01,,PC,8.4498763
395143000,5837.01,,PC,2.9665122
222485202,5838.01,,PC,3.5982966
434116397,5955.01,,PC,0.5902387
236785891,5956.01,,PC,0.9292334
407653728,5957.01,,PC,3.2520192
436764867,5958.01,,CP,2.3062125
199671901,5959.01,,KP,4.4571444
144956678,596.01,,FP,1.5136003
188876052,5960.01,,KP,3.076329
262689575,5961.01,,CP,1.617487
239541449,5962.01,,FP,1.9259663
436478932,5963.01,,KP,4.3226229
200606159,5964.01,,PC,3.9816471
405788729,5965.01,,PC,4.2254748
404610583,5966.01,,FP,3.5381039
369532319,5967.01,,PC,15.343585
431810418,5968.01,,PC,753.822332
431810418,5968.02,,CP,9.2152386
440624788,6071.01,,PC,5.3664457
147797743,6072.01,,KP,3.691559
271424111,6073.01,,KP,3.2687063
99896567,6074.01,,PC,12.1324506
424388628,6075.01,,PC,832.9236254
308301091,6076.01,,PC,720.5742399
196066560,6077.01,,PC,2.2111104
119973835,6078.01,,PC,9.6703611
119973835,6078.02,,PC,25.0882806
272670038,6079.01,,PC,104.2892798
186547153,608.01,,APC,1.1908287
116048097,6080.01,,PC,8.0555716
271431851,6081.01,,KP,7.8864218
199712572,6082.01,,PC,3.5941651
299089652,6083.01,,KP,
294283951,6084.01,,FP,4.3724063
455727012,6201.01,,PC,2.9172231
422223456,6202.01,,PC,2.8979408
437756191,6203.01,,PC,25.1745344
325410269,6204.01,,PC,4.0673088
154351773,6205.01,,PC,3.9089363
154576989,6206.01,,PC,13.1471808
432422552,6207.01,,FP,9.7712443
326475995,6208.01,,PC,5.2266285
200606486,6209.01,,APC,0.747693
30828562,621.01,,APC,3.1123343
326116570,6210.01,,APC,7.8580085
25758870,6211.01,,PC,10.3473602
173671381,6212.01,,PC,3.6444426
430751891,6213.01,,PC,2.3921761
314088020,6214.01,,PC,7.0346299
431114892,6215.01,,PC,2.0323202
428317266,6216.01,,PC,29.5406035
375116172,6217.01,,PC,3.0365848
202283090,6218.01,,PC,5.1570194
355732304,5839.01,,FP,2.5411063
74482749,584.01,,FP,1.2622658
68345291,5840.01,,PC,4.006489
350882505,5841.01,,PC,4.2025514
23937608,5842.01,,PC,2.8091879
24113219,5843.01,,PC,4.197866
230292034,5844.01,,PC,6.0671557
209935997,5845.01,,PC,1.9081122
75784122,5846.01,,PC,10.5353472
95574586,5847.01,,PC,2.5641981
808243,5848.01,,PC,1.5101054
71459120,5849.01,,PC,3.9964264
190990336,585.01,,APC,5.547255
151728428,5850.01,,FP,3.9997367
277329402,5851.01,,PC,4.5049415
387844266,5852.01,,PC,3.9956793
278623780,5853.01,,PC,3.7219898
346154016,5854.01,,PC,4.449914
41422753,5855.01,,FP,2.4710865
91051152,5969.01,,KP,7.9192605
146208651,597.01,,FP,6.5197781
431701493,5970.01,,KP,3.0927432
160432093,5971.01,,PC,3.9914012
420814525,5972.01,,KP,3.5247546
154353849,5973.01,,PC,3.1643744
354173595,5974.01,,PC,1.7266943
376847633,5975.01,,PC,373.0381637
348054109,5976.01,,FP,0.4378024
12938488,5977.01,,APC,0.4317124
266023807,5978.01,,PC,0.7394818
137151335,5979.01,,KP,4.7267257
81429971,598.01,,FP,3.0432421
164652245,5980.01,,KP,79.5839995
120045750,5981.01,,PC,7.0142458
299087490,5982.01,,KP,38.4787613
160223936,6085.01,,PC,
18318288,6086.01,,CP,1.3888584
48448369,6087.01,,KP,
122375047,6088.01,,KP,9.2866733
350814622,6089.01,,KP,3.2135636
134404603,609.01,,APC,4.9699991
268159158,6090.01,,KP,4.7082414
336255880,6091.01,,PC,5.1855507
339591840,6092.01,,FP,
97165413,6093.01,,PC,1.2710408
35883621,6094.01,,FP,3.0519843
157081737,6095.01,,PC,2.1613171
262781201,6096.01,,FP,1.3154261
293743169,6097.01,,PC,1.1256838
269341832,6098.01,,CP,2.7297541
118914286,6099.01,,PC,5.2887576
80275202,610.01,,FP,3.6649528
252585354,6219.01,,PC,2.4784193
83092282,622.01,,CP,6.4025295
325653071,6220.01,,PC,19.6518502
456910600,6221.01,,PC,9.8326403
150907983,6222.01,,PC,9.4321076
288144647,6223.01,,CP,3.8553342
66726479,6224.01,,PC,1.5554236
352147273,6225.01,,APC,8.555965
176789447,6226.01,,PC,3.8857292
53874375,6227.01,,PC,3.0922512
66788350,6228.01,,PC,3.3338016
437736517,6229.01,,PC,4.6071277
101395259,623.01,,FP,7.574675
252610172,6230.01,,PC,4.3518774
406783172,6231.01,,PC,24.8366994
202087931,6232.01,,PC,9.8538051
431660224,6233.01,,PC,3.7069545
202282233,6234.01,,PC,6.6283182
3680800,5856.01,,PC,0.5498864
336072306,5857.01,,PC,3.415047
256046749,5858.01,,PC,7.1476512
114947483,5859.01,,PC,3.3787501
131979339,586.01,,FP,22.6384642
462372373,5860.01,,APC,5.2498931
11034516,5861.01,,PC,14.3033451
20988926,5862.01,,FP,5.3194437
345205395,5863.01,,PC,2.8492565
184531966,5864.01,,PC,10.4453589
383216635,5865.01,,PC,6.6314176
341297143,5866.01,,FP,3.8421028
380517859,5867.01,,FP,1.109435
236158940,5868.01,,PC,2.677573
210169818,5869.01,,PC,3.3879742
294090620,587.01,,FP,8.044239
305375697,5870.01,,PC,
373816781,5871.01,,PC,1.343636
356871098,5983.01,,PC,1.0271879
120692092,5984.01,,KP,3.4130781
272782368,5985.01,,PC,2.4157665
158657354,5986.01,,KP,38.5835889
284900292,5987.01,,PC,48.7130843
377780790,5988.01,,KP,0.8374997
154437244,5989.01,,PC,6.8669657
145982812,599.01,,FP,0.82967
29385858,5990.01,,PC,700.9622566
230064711,5991.01,,PC,7.0893162
159054620,5992.01,,KP,8.0276821
27534138,5993.01,,KP,28.5410557
63283780,5994.01,,KP,7.9726644
352011875,5995.01,,KP,6.2468813
293880523,5996.01,,PC,109.0502946
39516274,5997.01,,CP,5.655018
170434745,6100.01,,PC,1.2280156
19342878,6101.01,,CP,1.3328252
55849732,6102.01,,PC,5.3708293
92590258,6103.01,,PC,3.2422424
265010875,6104.01,,PC,6.4095555
182405015,6105.01,,PC,3.1122458
258234731,6106.01,,APC,6.4240944
152245179,6107.01,,PC,3.7899018
255780160,6108.01,,PC,3.8783341
384984325,6109.01,,CP,8.5386633
384984325,6109.02,,CP,5.6952223
154459165,611.01,,FP,3.1471655
7439480,6110.01,,PC,1.2541235
189322727,6111.01,,APC,5.8340292
258741560,6112.01,,PC,1.8859353
116631353,6113.01,,PC,4.9218915
419840740,6114.01,,PC,8.9539287
150902766,6235.01,,APC,7.8209807
405532603,6236.01,,APC,3.3045926
430431091,6237.01,,PC,4.1533998
125489084,6238.01,,PC,5.7419523
319294834,6239.01,,PC,6.0749198
399870368,624.01,,CP,2.7443216
249776059,6240.01,,PC,1.1797412
15654898,6241.01,,PC,3.7812464
437740083,6242.01,,FP,5.6020298
276250096,6243.01,,PC,3.5653226
431216437,6244.01,,APC,2.5553078
446157122,6245.01,,PC,3.2149937
388505345,6246.01,,PC,6.7786403
418301643,6247.01,,PC,24.091624
154304816,6248.01,,PC,3.8528933
456260074,6249.01,,PC,1092.002299
456260074,6249.02,,PC,15.5739143
379929661,625.01,,CP,4.786958
138671052,5872.01,,PC,2.2425137
353146308,5873.01,,PC,0.4131063
376454594,5874.01,,PC,2.5784481
283165117,5875.01,,PC,5.216581
106114491,5876.01,,FP,9.7211435
282890159,5877.01,,PC,6.9100016
247172524,5878.01,,PC,3.4363074
258037656,5879.01,,PC,4.0331416
130415266,588.01,,PC,39.4718663
184521624,5880.01,,PC,3.1162505
360142739,5881.01,,PC,2.2377411
232941965,5882.01,,CP,7.1487697
283759999,5883.01,,APC,0.5223032
13574009,5884.01,,PC,5.8311038
233788275,5885.01,,PC,4.7264391
15682927,5886.01,,FP,0.9656052
277987172,5887.01,,FP,6.3989216
273780062,5888.01,,PC,15.2501659
370907864,5998.01,,PC,9.3380252
120317234,5999.01,,KP,6.8834027
134396419,600.01,,FP,4.3652608
259233660,6000.01,,CP,0.4489589
139104940,6001.01,,KP,3.003901
102734241,6002.01,,CP,10.9048392
121731834,6003.01,,KP,5.8599392
48353358,6004.01,,KP,9.8786838
123357864,6005.01,,KP,16.1455898
123309556,6006.01,,KP,2.5080815
279922257,6007.01,,PC,949.7905952
286201103,6008.01,,CP,0.8573727
128558444,6009.01,,PC,1.5500607
141363913,601.01,,PC,3.477756
199949052,6010.01,,PC,0.5868508
414019147,6011.01,,PC,2.3179699
120115768,6115.01,,PC,3.5529033
364408162,6116.01,,FP,3.1256662
436508469,6117.01,,PC,9.866312
125367522,6118.01,,PC,4.6474314
322498101,6119.01,,PC,4.2070367
284738182,612.01,,PC,0.9136081
435851868,6120.01,,PC,2.1350899
165682741,6121.01,,PC,4.2916798
352442207,6122.01,,PC,4.6107024
91101364,6123.01,,PC,4.0833335
269488987,6124.01,,PC,2.8474853
404516402,6125.01,,PC,2.3107907
129004637,6126.01,,PC,7.1603723
313975346,6127.01,,PC,6.9191027
100769500,6128.01,,FP,4.5016419
115739057,6129.01,,PC,5.0310168
77527511,613.01,,PC,0.7784962
210083929,6130.01,,CP,2.3927114
357872559,6131.01,,PC,2.5530138
455737331,6250.01,,PC,1076.6094165
52005579,6251.01,,CP,12.7614706
307734818,6252.01,,PC,2.1077445
287152495,6253.01,,PC,9.2347348
432758245,6254.01,,PC,1.5361137
261135533,6255.01,,CP,0.2381823
373017793,6256.01,,PC,7.9945503
237204346,6257.01,,PC,6.5452014
435878153,6258.01,,PC,0.5570869
294497466,6259.01,,PC,3.2376482
65412605,626.01,,CP,4.4010465
60984804,6260.01,,PC,2.3898191
181748381,6261.01,,PC,5.4920894
180575165,6262.01,,PC,1.4945947
293547742,6263.01,,PC,3.0178746
291471222,6264.01,,PC,5.6928845
344927749,6265.01,,PC,5.7935723
272125414,6893.01,,PC,
67512645,6894.01,,CP,3.3706303
252537013,6895.01,,FP,7.0469712
9707944,6896.01,,PC,19.7358385
89043973,6897.01,,PC,8.330174
441158994,6898.01,,PC,18.1081386
441158994,6898.02,,PC,43.8681595
139879080,6899.01,,PC,2.8625937
101497191,690.01,,FP,3.64376
140893722,6900.01,,PC,13.9223368
262928973,6901.01,,PC,3.2727859
167656187,6902.01,,PC,36.4358589
9216075,6903.01,,APC,4.9676784
387294150,6904.01,,PC,16.8267434
354846183,6905.01,,PC,1083.5575987
195192253,6906.01,,PC,3.4770171
167631701,7011.01,,PC,19.394038
322369867,7012.01,,PC,4.0197822
67246795,7013.01,,PC,4.2451891
158657991,7014.01,,APC,0.7406805
11894726,7015.01,,PC,7.0687489
16740548,7016.01,,PC,1.598803
1881298619,7017.01,,PC,5.0826878
156512187,7018.01,,PC,20.3158735
366119858,7019.01,,CP,48.2590904
237914496,702.01,,PC,3.568141
233287217,7020.01,,PC,3.1642475
233855268,7021.01,,PC,49.5355004
125366299,7022.01,,PC,2.8583729
230856987,7023.01,,PC,2.3404152
354032153,7024.01,,PC,1.9639208
219803922,7025.01,,PC,66.9954225
219809549,7026.01,,PC,65.5580424
164783371,7027.01,,PC,4.2885021
416195843,7028.01,,PC,2.4596079
161687209,7137.01,,FP,1.2529962
269514008,7138.01,,PC,5.4149624
269330087,7139.01,,PC,3.8850223
219195044,714.01,,PC,4.3239329
219195044,714.02,,PC,10.1775475
371909591,7140.01,,PC,5.1879527
235717158,7141.01,,PC,2.4141149
263723781,7142.01,,PC,6.5433068
408548144,7143.01,,PC,1.1376981
400235555,7144.01,,PC,0.5289141
8416274,7145.01,,PC,23.2471066
402848417,7146.01,,FP,28.4664618
405542683,7147.01,,PC,1.3473988
351599985,7148.01,,PC,1.3432587
459323923,7149.01,,CP,2.6520679
271971130,715.01,,CP,19.2879579
352284958,7150.01,,PC,0.8818115
331619598,7151.01,,PC,7.1467369
378860702,7152.01,,PC,3.1875721
63550960,7273.01,,APC,2.2473177
83299322,7274.01,,PC,8.908871
172376068,7275.01,,FP,6.1211661
267808774,7276.01,,PC,14.2317652
396723723,7277.01,,PC,7.915274
170440216,7278.01,,PC,7.6316525
41067039,7279.01,,PC,3.1168715
96097215,728.01,,FA,1.60245
396731435,7280.01,,APC,0.4246068
198358065,7281.01,,PC,4.3095502
387346503,7282.01,,PC,5.3346707
298189384,7283.01,,PC,9.0612809
96885837,7284.01,,APC,0.8760587
60446303,7285.01,,PC,2.1384533
452741216,7286.01,,PC,10.7994273
199417958,7287.01,,PC,3.9258703
405689470,7288.01,,PC,7.9871247
291976834,7289.01,,PC,2.855993
144138509,729.01,,FA,
198185513,6907.01,,PC,3.3795099
197039766,6908.01,,PC,3.7120776
252913663,6909.01,,PC,4.4284676
156991337,691.01,,FP,6.9055908
288471046,6910.01,,PC,2.5139302
428812049,6911.01,,PC,16.2520546
67181830,6912.01,,PC,7.63779
121070864,6913.01,,PC,0.5843146
59369068,6914.01,,PC,9.3079811
367439938,6915.01,,PC,2.4915545
264159776,6916.01,,PC,3.9155539
47220926,6917.01,,PC,9.7716812
365509373,6918.01,,PC,14.2308461
69054388,6919.01,,APC,0.7603078
320417762,692.01,,FA,1.03604
84126162,6920.01,,FP,3.6688102
58474992,6921.01,,FP,25.714253
114422211,6922.01,,PC,5.0989519
446166017,7029.01,,PC,1.9271521
237928815,703.01,,PC,8.6729683
237928815,703.02,,PC,22.5682711
430930679,7030.01,,PC,2.5604496
284592989,7031.01,,PC,1.7911016
22903436,7032.01,,PC,17.7456043
29953537,7033.01,,PC,0.7312783
418981325,7034.01,,APC,0.9082202
366074071,7035.01,,PC,4.18142
284300833,7036.01,,PC,3.0513298
269343479,7037.01,,APC,4.1279985
210904767,7038.01,,PC,8.6000492
329981856,7039.01,,PC,3.3206355
260004324,704.01,,CP,3.8143136
277039287,7040.01,,PC,21.0562422
201175570,7041.01,,CP,9.6994666
345724317,7042.01,,FP,2.817627
154869806,7153.01,,PC,27.6174987
377622130,7154.01,,CP,8.8600515
468350765,7155.01,,PC,3.8949005
376354189,7156.01,,PC,1.9299641
469523619,7157.01,,PC,1.1838063
431033767,7158.01,,PC,3.338577
444159424,7159.01,,PC,8.8922064
119081096,716.01,,FP,0.83707
154264903,7160.01,,PC,3.0825102
415461195,7161.01,,PC,3.8285502
341005781,7162.01,,PC,8.6393678
343774169,7163.01,,FP,5.3913891
326470400,7164.01,,FP,736.5528811
239277658,7165.01,,KP,3.2509657
288421619,7166.01,,CP,12.9228111
456482025,7167.01,,PC,13.723753
427685831,7168.01,,KP,1.7497746
372048733,7169.01,,PC,3.4375711
62501513,7290.01,,PC,3.776966
233533589,7291.01,,PC,23.9712428
160255140,7292.01,,PC,10.641726
417514666,7293.01,,PC,3.3202789
42110638,7294.01,,PC,1.6047466
99796664,7295.01,,APC,0.7729056
233735354,7296.01,,PC,170.3363911
418375357,7297.01,,PC,8.1563148
276909255,7298.01,,PC,5.2554768
85216969,7299.01,,PC,2.7299474
11561667,730.01,,CP,3.0876297
125744840,7300.01,,APC,0.6439909
375192273,7301.01,,PC,21.6836634
399613138,7302.01,,FP,8.1958135
415739607,7303.01,,PC,2.3368358
321785052,7304.01,,PC,3.4977997
262148317,7305.01,,PC,13.9753579
418543326,7306.01,,PC,6.1418356
372077289,7307.01,,PC,23.955645
287768299,7308.01,,PC,3.7002646
161687285,7309.01,,PC,7.7561532
34068865,731.01,,CP,0.3219233
375855364,7310.01,,PC,19.8088367
387416841,7311.01,,APC,1.5525382
292023054,7312.01,,PC,4.2990991
341157650,7313.01,,PC,4.1186706
265887000,7314.01,,FP,2.503415
297924888,7315.01,,PC,9.6713674
301623068,7316.01,,PC,0.7474746
427855645,7317.01,,PC,2.9712014
387414814,7318.01,,PC,3.4220041
40093986,7319.01,,PC,2.5918359
36724087,732.01,,CP,0.7683904
36724087,732.02,,CP,12.2534308
279528230,7320.01,,PC,6.6802019
423903016,7321.01,,PC,3.0039961
436222251,7322.01,,PC,5.5316291
421330229,7323.01,,PC,4.776694
210337597,7324.01,,FP,0.5257499
286857537,7325.01,,PC,2.0394246
193081156,7326.01,,PC,5.4584109
279472966,7327.01,,PC,5.0789699
99025225,7328.01,,PC,12.5069936
387377484,7329.01,,PC,4.8622127
106402532,733.01,,CP,4.8847937
287444302,7330.01,,PC,2.8411706
160512852,7331.01,,PC,6.0011971
273069412,7332.01,,FP,3.5399394
160585062,7333.01,,PC,6.2644714
352301423,7334.01,,PC,1.7085226
75417968,7335.01,,FP,3.3815776
271017537,7336.01,,PC,0.5418555
323407659,7337.01,,PC,4.2619292
309133240,7338.01,,FP,3.3847215
202059363,7339.01,,PC,4.2470926
146846569,734.01,,FP,4.7535388
238279960,7340.01,,PC,7.4894672
238279960,7340.02,,PC,3.4438328
445276138,7341.01,,PC,0.4925418
90950296,7342.01,,PC,14.1532848
44451202,7343.01,,PC,2.1011992
17925767,7344.01,,PC,2.4364562
243283955,7345.01,,FP,8.407133
113542042,7346.01,,PC,1.7687035
233747840,7347.01,,PC,60.8344877
289345412,7348.01,,PC,3.3390124
129198098,7349.01,,PC,2.980341
150271680,735.01,,FP,2.593694
257052211,7350.01,,FP,2.2175244
43921512,7351.01,,PC,3.8405138
411347315,7352.01,,FP,4.0662367
256778317,7353.01,,PC,6.2157513
259415341,7354.01,,PC,3.648769
160652910,7355.01,,PC,3.6814233
402992891,7356.01,,PC,17.3986129
270494650,7357.01,,PC,60.3541599
258634801,7358.01,,PC,7.0548729
18023524,7359.01,,PC,4.3656102
181804752,736.01,,CP,4.9899176
181804752,736.02,,CP,0.9479945
258822347,7360.01,,PC,30.7331484
120487017,7361.01,,PC,8.2158997
430666395,7362.01,,APC,1.1930966
306039307,7363.01,,PC,6.9929558
236644754,7364.01,,PC,2.9257773
120737368,7365.01,,PC,3.1924816
21349099,7366.01,,PC,3.753877
240535286,7367.01,,PC,2.9814911
256783400,7368.01,,PC,33.5792968
139350191,7369.01,,PC,10.2887023
219189765,737.01,,CP,1.7318529
97248423,7370.01,,PC,13.3079913
452727513,7371.01,,PC,18.9104241
369581703,7372.01,,FP,8.508462
10552342,7373.01,,FP,7.5414411
88641387,7374.01,,PC,17.0303122
395790368,7375.01,,PC,27.1970496
245349211,7376.01,,PC,7.4861705
255998336,7377.01,,PC,6.7735083
373196394,7378.01,,PC,7.0814677
186530554,7426.01,,PC,0.766526
422707559,7427.01,,PC,3.5254649
13036318,7428.01,,PC,3.1467998
436875993,7429.01,,PC,4.7117395
434486077,743.01,,PC,2.2284671
264193444,7430.01,,PC,21.4930896
347018922,7431.01,,FP,1.1919382
192321638,7432.01,,PC,7.0309061
450012972,7433.01,,PC,1.8179336
250478345,7434.01,,PC,2.4228387
77258176,7435.01,,PC,4.6821297
305830609,7436.01,,PC,4.0616142
73692250,7437.01,,PC,2.5726086
427715152,7379.01,,PC,10.9911631
260304800,738.01,,PC,3.4405946
53461742,7380.01,,PC,4.4136877
52745699,7381.01,,PC,3.1653382
124128680,7382.01,,PC,1.0370296
11755687,7383.01,,KP,3.0522686
192833836,7384.01,,PC,6.2335155
235072851,7385.01,,PC,3.1191196
296354161,7386.01,,PC,6.0042191
300381700,7387.01,,PC,9.0856617
124573902,7388.01,,APC,0.3328569
224603921,7389.01,,CP,26.345109
279425357,739.01,,PC,9.0150439
160075684,7390.01,,PC,81.3716681
258776466,7391.01,,CP,7.4108495
198178859,7392.01,,PC,7.3050577
165598669,7393.01,,CP,3.3370666
161687211,7394.01,,CP,1.2529966
273234825,7395.01,,KP,125.8659048
273690178,7396.01,,KP,14.8589888
259238498,7397.01,,PC,26.6796741
122706449,7398.01,,PC,2.6068332
233194447,7399.01,,PC,
310009611,740.01,,PC,2.131225
333324340,7400.01,,PC,1.8289577
177697418,7401.01,,PC,4.3181867
455733237,7402.01,,PC,14.3640841
173706852,7403.01,,PC,10.1170644
352409708,7404.01,,PC,1.463442
374173310,7405.01,,APC,15.4474502
173615288,7406.01,,PC,2.8885639
439939258,7407.01,,PC,4.4640046
202648961,7408.01,,PC,8.0242387
432224130,7409.01,,PC,2.6800806
359271092,741.01,,CP,7.5768334
352107384,7410.01,,PC,3.5043637
440001383,7411.01,,PC,3.1551543
177494632,7412.01,,PC,1.7636086
154480367,7413.01,,PC,3.8037696
127426341,7414.01,,PC,7.899462
374177909,7415.01,,FP,0.1638211
191373021,7416.01,,FP,0.3013943
25624952,7417.01,,FP,3.1239462
291732201,7418.01,,FP,6.7415334
199296714,7419.01,,FP,1.3777496
373424049,742.01,,FP,0.961917
259188347,7420.01,,PC,25.5249554
354478327,7421.01,,PC,0.3489261
302477411,7422.01,,PC,3.3593261
279871772,7423.01,,PC,2.889977
61520064,7424.01,,PC,3.1271505
285592400,7425.01,,PC,1.2815706
387527174,7438.01,,PC,1.1253333
335037151,7439.01,,PC,3.5466109
437242640,744.01,,KP,4.3176859
252045206,7440.01,,PC,34.0796886
467602108,7441.01,,PC,2.2351679
196389062,7442.01,,PC,2.6358758
22659404,7443.01,,PC,2.7472062
470898625,7444.01,,APC,5.885604
245665919,7445.01,,PC,6.2144045
374122973,7446.01,,PC,3.5044728
400503123,7447.01,,PC,1.5016329
104153474,7448.01,,PC,5.0458476
418262301,7449.01,,PC,12.915329
444842193,745.01,,APC,1.0790928
